Date,Open,High,Low,Close,Adj Close,Volume
2020-03-05,64.800003,65.120003,63.009998,63.490002,60.912766,27277600
2020-03-06,60.459999,62.310001,59.740002,61.279999,58.792473,29916600
2020-03-09,54.310001,55.610001,51.000000,51.369999,49.284744,35625600
2020-03-10,54.730000,55.700001,51.500000,55.580002,53.323856,32527500
2020-03-11,53.950001,54.330002,50.020000,50.790001,48.728291,36709000
2020-03-12,45.299999,49.000000,42.820000,43.259998,41.503956,45941600
2020-03-13,47.820000,51.240002,45.310001,51.040001,48.968143,40519800
2020-03-16,40.490002,45.230000,39.570000,41.189999,39.517979,35133800
2020-03-17,42.000000,43.980000,38.799999,40.250000,38.616138,51650000
2020-03-18,37.060001,37.990002,32.000000,36.430000,34.951202,48351400
2020-03-19,35.470001,41.240002,34.200001,39.639999,38.030899,43397100
2020-03-20,40.459999,40.990002,37.200001,38.060001,36.515041,38163900
2020-03-23,37.549999,38.150002,34.619999,35.389999,33.953419,33013300
2020-03-24,37.650002,40.919998,37.340000,40.660000,39.009499,34100600
2020-03-25,42.310001,44.700001,39.430000,41.860001,40.160786,38211100
2020-03-26,43.680000,46.290001,43.000000,46.020000,44.151924,31528600
2020-03-27,44.130001,45.500000,43.000000,43.799999,42.022034,25484500
2020-03-30,44.049999,44.259998,41.570000,44.080002,42.290672,27459000
2020-03-31,43.630001,44.230000,41.650002,42.119999,40.410229,26219100
2020-04-01,39.139999,40.250000,38.000000,38.509998,36.946770,29219500
2020-04-02,38.360001,39.660000,37.299999,39.230000,37.637543,29532100
2020-04-03,39.000000,39.459999,36.669998,37.490002,35.968178,25327100
2020-04-06,39.799999,41.340000,39.509998,41.119999,39.450825,30064700
2020-04-07,44.810001,45.590000,41.119999,41.250000,39.575546,35220700
2020-04-08,42.849998,44.450001,41.970001,44.259998,42.463360,32944800
2020-04-09,46.939999,49.220001,46.369999,47.410000,45.485497,43659200
2020-04-13,47.500000,47.570000,45.270000,46.680000,44.785126,27944300
2020-04-14,47.660000,47.740002,43.529999,45.419998,43.576275,40466200
2020-04-15,43.369999,44.270000,42.610001,42.860001,41.120190,32249000
2020-04-16,42.709999,42.840000,40.099998,40.520000,38.875179,37756000
2020-04-17,43.150002,45.619999,42.650002,45.450001,43.605061,41252900
2020-04-20,43.400002,45.439999,42.889999,44.009998,42.223511,33471900
2020-04-21,42.349998,43.110001,41.070000,41.570000,39.882557,35336200
2020-04-22,43.000000,43.119999,41.849998,42.240002,40.525364,21911600
2020-04-23,42.650002,43.740002,42.259998,42.459999,40.736427,23970700
2020-04-24,43.000000,43.340000,41.730000,43.099998,41.350449,26310300
2020-04-27,44.169998,46.820000,43.730000,46.560001,44.669994,30929200
2020-04-28,48.939999,49.590000,46.930000,47.209999,45.293610,28973300
2020-04-29,49.700001,50.650002,48.459999,50.259998,48.219803,32941100
2020-04-30,49.070000,49.770000,48.040001,48.560001,46.588814,28687000
2020-05-01,46.310001,46.470001,45.220001,45.520000,44.135750,28078900
2020-05-04,45.029999,45.360001,43.980000,45.119999,43.747913,26340200
2020-05-05,46.299999,46.349998,43.919998,43.950001,42.613491,27342900
2020-05-06,44.490002,45.020000,42.720001,42.950001,41.643902,25028000
2020-05-07,43.520000,45.160000,43.439999,44.639999,43.282505,29849100
2020-05-08,45.320000,46.419998,45.259998,46.320000,44.911419,22919100
2020-05-11,45.209999,45.250000,43.810001,44.070000,42.729843,34765200
2020-05-12,44.389999,44.689999,42.320000,42.349998,41.062145,33328300
2020-05-13,42.000000,42.200001,40.230000,40.599998,39.365364,35350600
2020-05-14,39.990002,42.099998,38.759998,42.060001,40.780972,40976400
2020-05-15,41.580002,42.450001,41.099998,41.919998,40.645226,28494900
2020-05-18,44.049999,45.910000,43.490002,45.669998,44.281185,39406100
2020-05-19,45.270000,45.790001,44.209999,44.430000,43.078899,27271600
2020-05-20,45.570000,46.279999,45.220001,45.470001,44.087269,23841300
2020-05-21,45.169998,45.790001,44.779999,45.000000,43.631561,21698300
2020-05-22,44.770000,45.049999,43.689999,44.099998,42.758930,22631700
2020-05-26,46.200001,48.900002,45.980000,48.169998,46.705158,34429300
2020-05-27,51.680000,52.389999,49.860001,52.259998,50.670784,43660500
2020-05-28,52.990002,53.009998,49.110001,49.160000,47.665062,37972800
2020-05-29,48.020000,49.480000,47.560001,47.910000,46.453068,35900500
2020-06-01,48.139999,49.680000,47.820000,49.450001,47.946239,22860100
2020-06-02,50.709999,51.290001,50.160000,50.840000,49.293968,27651300
2020-06-03,52.560001,53.759998,52.419998,53.340000,51.717945,33341800
2020-06-04,53.299999,55.689999,52.610001,55.650002,53.957699,33083500
2020-06-05,61.570000,62.470001,58.340000,58.860001,57.070084,44648500
2020-06-08,60.660000,61.330002,59.770000,61.240002,59.377708,32587100
2020-06-09,59.000000,60.200001,57.650002,59.500000,57.690620,30422900
2020-06-10,58.900002,59.139999,55.860001,55.860001,54.161316,36743700
2020-06-11,51.669998,53.520000,48.200001,48.389999,46.918472,62098600
2020-06-12,51.400002,52.450001,49.799999,52.250000,50.661091,39040000
2020-06-15,49.959999,53.000000,49.740002,52.980000,51.368893,36592100
2020-06-16,56.299999,56.400002,52.320000,54.450001,52.794189,37638700
2020-06-17,54.700001,54.799999,52.880001,53.000000,51.388283,23727300
2020-06-18,52.669998,53.650002,52.029999,53.040001,51.427071,22280600
2020-06-19,54.060001,54.090000,51.560001,52.919998,51.310715,50379300
2020-06-22,51.849998,52.570000,51.520000,52.060001,50.476868,22642100
2020-06-23,52.950001,53.730000,52.500000,52.950001,51.339806,22092600
2020-06-24,51.669998,51.840000,50.160000,50.810001,49.264885,27207700
2020-06-25,50.299999,52.790001,50.130001,52.680000,51.078014,28112400
2020-06-26,52.340000,52.340000,49.470001,49.580002,48.072289,35426200
2020-06-29,50.279999,50.919998,49.610001,50.290001,48.760696,22578600
2020-06-30,49.810001,51.549999,49.650002,51.099998,49.546059,23360400
2020-07-01,51.759998,52.000000,50.150002,50.349998,48.818871,19206900
2020-07-02,52.119999,52.459999,50.279999,50.549999,49.012787,22042700
2020-07-06,51.869999,52.560001,51.189999,51.970001,50.389610,22613100
2020-07-07,51.250000,51.360001,50.090000,50.320000,48.789780,21235300
2020-07-08,50.200001,51.070000,49.939999,50.880001,49.332752,19115300
2020-07-09,50.730000,51.080002,49.029999,49.450001,47.946239,24263900
2020-07-10,49.450001,52.689999,49.450001,52.650002,51.048931,28027800
2020-07-13,53.330002,53.599998,51.860001,52.200001,50.612614,27151800
2020-07-14,51.290001,52.080002,50.009998,50.150002,48.624954,35814400
2020-07-15,51.900002,52.110001,50.680000,51.840000,50.263561,27676300
2020-07-16,51.279999,52.459999,50.939999,51.459999,49.895115,18824000
2020-07-17,51.220001,51.480000,50.200001,50.220001,48.692822,19747400
2020-07-20,49.990002,50.580002,49.750000,50.139999,48.615253,23472600
2020-07-21,50.900002,51.820000,50.669998,51.730000,50.156902,21956300
2020-07-22,51.540001,52.279999,51.150002,51.660000,50.089031,17873400
2020-07-23,51.450001,52.230000,51.130001,52.080002,50.496262,17090400
2020-07-24,52.099998,52.480000,51.500000,51.669998,50.098728,16258900
2020-07-27,51.459999,51.459999,50.610001,51.290001,49.730286,13991400
2020-07-28,51.020000,51.660000,50.970001,51.270000,49.710896,13121400
2020-07-29,51.169998,52.590000,50.990002,52.520000,50.922882,16991000
2020-07-30,51.110001,51.200001,49.860001,50.869999,49.323055,24154600
