Date,Open,High,Low,Close,Adj Close,Volume
2020-03-05,138.820007,139.759995,134.018005,134.679993,133.861664,89049029
2020-03-06,132.300003,134.220001,129.339996,130.940002,130.144394,75493609
2020-03-09,123.300003,124.639999,117.139999,118.099998,117.382408,145382066
2020-03-10,120.199997,125.660004,115.779999,116.839996,116.130066,93758905
2020-03-11,118.059998,121.820000,115.900002,117.940002,117.223389,103760553
2020-03-12,110.000000,111.844002,97.000000,97.519997,96.927452,180121998
2020-03-13,105.000000,111.019997,96.639999,102.379997,101.757927,154975322
2020-03-16,96.059998,96.690002,83.040001,89.059998,88.518860,137258666
2020-03-17,92.699997,94.827003,80.709999,87.760002,87.226761,135397275
2020-03-18,83.790001,85.501999,80.320000,83.199997,82.694466,122678276
2020-03-19,83.300003,83.970001,73.040001,83.739998,83.231186,181813611
2020-03-20,90.000000,91.239998,83.980003,89.019997,88.479103,234374785
2020-03-23,80.000000,88.739998,79.269997,84.699997,84.185349,88162933
2020-03-24,88.870003,96.019997,86.690002,96.019997,95.436569,93840271
2020-03-25,99.559998,115.796997,97.269997,105.779999,105.137268,117817465
2020-03-26,101.040001,107.980003,97.000000,107.980003,107.323906,93679670
2020-03-27,103.040001,104.556999,95.349998,97.370003,96.778374,91655178
2020-03-30,96.070000,104.556999,89.010002,94.000000,93.428848,68438334
2020-03-31,94.059998,104.556999,89.774002,94.110001,93.538177,115570307
2020-04-01,87.000000,90.470001,82.860001,82.860001,82.356537,128275526
2020-04-02,83.099998,86.919998,80.910004,81.620003,81.124069,135087059
2020-04-03,81.660004,83.309998,80.000000,80.239998,79.752449,94613738
2020-04-06,83.000000,87.525002,82.683998,86.559998,86.034050,92998962
2020-04-07,90.000000,100.279999,89.561996,94.790001,94.214050,116393334
2020-04-08,92.639999,94.514999,90.307999,92.650002,92.087051,83803942
2020-04-09,94.459999,98.989998,92.925003,97.580002,96.987099,99457766
2020-04-14,97.989998,99.900002,93.139999,93.550003,92.981583,65998085
2020-04-15,92.830002,93.474998,87.000000,87.000000,86.471382,215800815
2020-04-16,87.809998,91.019997,85.464996,87.080002,86.550896,85796816
2020-04-17,91.169998,92.900002,89.050003,90.709999,90.158836,75365406
2020-04-20,91.500000,92.190002,88.889999,91.010002,90.457016,47458721
2020-04-21,88.750000,89.720001,86.440002,86.510002,85.984360,71559831
2020-04-22,87.419998,88.019997,85.160004,87.699997,87.167122,114702624
2020-04-23,88.000000,91.820000,87.410004,90.599998,90.049507,122176124
2020-04-24,89.199997,90.800003,87.540001,88.610001,88.071594,44627087
2020-04-27,91.980003,91.980003,88.839996,91.059998,90.506706,49340336
2020-04-28,91.279999,99.239998,91.180000,97.760002,97.166000,89985993
2020-04-29,99.000000,112.730003,97.800003,110.180000,109.510536,165145769
2020-04-30,112.000000,114.620003,105.379997,105.900002,105.256546,141310957
2020-05-01,103.000000,104.980003,101.748001,102.739998,102.115738,48948301
2020-05-04,99.500000,102.000000,98.699997,99.680000,99.074333,60557969
2020-05-05,102.000000,104.440002,100.239998,103.400002,102.771736,55451254
2020-05-06,103.199997,104.228996,100.720001,100.860001,100.247162,62793019
2020-05-07,101.279999,106.320000,100.400002,105.419998,104.779457,50540060
2020-05-11,107.639999,108.699997,102.139999,102.599998,101.976593,70014920
2020-05-12,103.360001,104.760002,101.419998,102.000000,101.380241,43251895
2020-05-13,100.000000,101.080002,98.010002,98.010002,97.414482,63054163
2020-05-14,95.480003,98.510002,91.860001,97.139999,96.549767,61997276
2020-05-15,97.860001,101.099998,96.129997,97.449997,96.857880,45747626
2020-05-18,99.230003,105.360001,99.059998,105.199997,104.560791,49098546
2020-05-19,107.580002,108.239998,102.609001,104.720001,104.083710,49855725
2020-05-20,103.879997,106.779999,101.400002,106.720001,106.071564,39082367
2020-05-21,104.400002,105.858002,103.180000,103.919998,103.288567,49566772
2020-05-22,102.300003,106.599998,100.599998,103.139999,102.513313,46027977
2020-05-26,107.620003,110.820000,106.591003,110.779999,110.106888,81042993
2020-05-27,112.739998,121.400002,111.098000,119.839996,119.111839,110243263
2020-05-28,121.519997,124.932999,118.400002,122.620003,121.874954,88919715
2020-05-29,119.440002,123.279999,114.919998,115.239998,114.539787,128278561
2020-06-01,117.500000,120.800003,116.800003,120.779999,120.046127,49810343
2020-06-02,121.519997,123.279999,119.239998,119.500000,118.773903,67513905
2020-06-03,122.059998,125.320000,120.300003,125.320000,124.558540,75304789
2020-06-04,124.739998,125.363998,120.599998,123.519997,122.769478,82742905
2020-06-05,126.400002,132.720001,124.540001,131.399994,130.601593,120165390
2020-06-08,130.500000,134.720001,129.031006,131.800003,130.999176,76619331
2020-06-09,131.740005,132.460007,124.559998,125.279999,124.518784,91790897
2020-06-10,126.279999,130.279999,123.360001,124.000000,123.246567,61592626
2020-06-11,119.199997,120.760002,114.000000,115.000000,114.301247,76691563
2020-06-12,112.500000,121.400002,112.000000,117.059998,116.348732,69936980
2020-06-15,112.199997,118.820000,113.019997,116.099998,115.394562,45669811
2020-06-16,121.459999,126.480003,119.160004,122.680000,121.934586,73561276
2020-06-17,122.900002,124.279999,118.360001,119.379997,118.654633,52763860
2020-06-18,118.860001,121.000000,117.050003,118.639999,117.919128,58057406
2020-06-19,120.120003,120.639999,116.559998,116.559998,115.851768,95260381
2020-06-22,115.839996,118.500000,114.580002,115.300003,114.599426,76213234
2020-06-23,116.059998,118.980003,115.199997,116.900002,116.189705,41982797
2020-06-24,116.160004,117.900002,111.839996,111.860001,111.180328,44141039
2020-06-25,111.000000,113.760002,109.699997,112.620003,111.935715,68711572
2020-06-26,114.239998,115.400002,110.980003,110.980003,110.305679,34718153
2020-06-29,111.000000,115.360001,110.099998,114.500000,113.804283,49161840
2020-06-30,115.120003,115.945999,112.559998,114.419998,113.724770,37348805
2020-07-01,115.220001,116.080002,112.375999,113.540001,112.850121,28248870
2020-07-02,115.059998,119.540001,113.900002,117.900002,117.183632,49917085
2020-07-03,117.900002,118.379997,114.239998,115.720001,115.016876,32838722
2020-07-06,117.000000,128.000000,115.940002,117.300003,116.587280,33569883
2020-07-07,116.099998,117.289001,114.660004,114.959999,114.261490,30825878
2020-07-08,114.000000,115.699997,113.900002,114.400002,113.704895,22682955
2020-07-09,115.699997,116.000000,111.660004,111.959999,111.279716,30987302
2020-07-10,111.620003,118.059998,111.000000,117.760002,117.044479,34170193
2020-07-13,121.220001,121.643997,116.699997,119.559998,118.833542,50200490
2020-07-14,118.279999,120.199997,116.459999,119.360001,118.634758,42241323
2020-07-15,119.500000,121.400002,118.019997,120.300003,119.569046,60019172
2020-07-16,119.820000,121.300003,118.080002,118.580002,117.859497,33585809
2020-07-17,117.760002,118.760002,115.220001,116.400002,115.692741,39498898
2020-07-20,115.480003,117.320000,114.739998,116.220001,115.513840,25627739
2020-07-21,117.339996,120.705002,115.519997,116.639999,115.931282,37541275
2020-07-22,116.739998,118.279999,114.980003,117.419998,116.706543,43476755
2020-07-23,118.000000,118.160004,116.419998,116.459999,115.752380,28397331
2020-07-24,115.099998,116.040001,113.599998,113.599998,112.909752,33818949
2020-07-27,113.820000,152.820007,110.879997,111.000000,110.325554,30918441
2020-07-28,111.000000,112.660004,110.379997,111.860001,111.180328,36861631
2020-07-29,112.879997,113.467003,104.000000,105.019997,104.381882,84847529
2020-07-30,105.000000,105.360001,98.720001,100.779999,100.167648,59871200
2020-07-31,101.680000,103.860001,100.239998,100.559998,99.948982,70172778
2020-08-03,100.720001,104.080002,99.599998,103.820000,103.189178,40276909
2020-08-04,104.519997,106.059998,103.639999,105.300003,104.660187,102952484
2020-08-05,106.000000,107.599998,105.320000,107.339996,106.687790,39314509
2020-08-06,106.419998,106.940002,104.360001,105.839996,105.196899,26960922
2020-08-07,105.160004,105.580002,103.010002,104.599998,103.964439,44275008
2020-08-10,106.260002,107.480003,105.339996,106.639999,105.992043,25747440
2020-08-11,107.019997,112.239998,106.879997,111.760002,111.080940,39001421
2020-08-12,112.300003,112.940002,111.160004,111.500000,110.822517,29669867
2020-08-13,110.500000,111.680000,108.080002,108.080002,107.423294,21609203
2020-08-14,108.320000,109.440002,105.540001,109.199997,108.536484,31089405
2020-08-17,108.660004,110.860001,107.919998,107.940002,107.284149,24990890
2020-08-18,107.300003,110.680000,106.519997,108.120003,107.463058,25067936
2020-08-19,107.500000,110.199997,107.059998,110.199997,109.530411,18545911
2020-08-20,107.980003,108.519997,106.540001,107.580002,106.926338,24819348
2020-08-21,107.400002,108.400002,106.139999,108.000000,107.343781,34233555
2020-08-24,108.739998,110.400002,106.180000,110.400002,109.729202,26568183
2020-08-25,111.040001,112.459999,108.998001,109.139999,108.476852,28228370
