Date,Open,High,Low,Close,Adj Close,Volume
2020-03-05,201.330002,203.470001,196.949997,198.789993,194.537537,4151500
2020-03-06,190.679993,196.300003,189.279999,192.850006,188.724625,5071900
2020-03-09,173.580002,179.250000,170.160004,172.809998,169.113297,6443000
2020-03-10,181.619995,185.399994,173.289993,184.350006,180.406464,6803900
2020-03-11,178.479996,180.770004,170.970001,171.889999,168.212982,5314000
2020-03-12,160.000000,166.750000,150.000000,150.679993,147.456696,8357700
2020-03-13,162.820007,177.559998,152.350006,177.169998,173.380051,6368400
2020-03-16,150.229996,169.539993,150.000000,154.660004,151.351563,6888000
2020-03-17,157.000000,166.740005,150.000000,158.669998,155.275772,6876300
2020-03-18,150.000000,155.970001,135.410004,140.020004,137.024719,9543200
2020-03-19,137.380005,152.490005,130.850006,149.490005,146.292175,6548200
2020-03-20,148.990005,149.190002,138.289993,138.410004,135.449173,7561300
2020-03-23,136.029999,141.940002,133.259995,134.970001,132.082764,5472600
2020-03-24,144.320007,153.899994,143.630005,153.600006,150.314240,6647400
2020-03-25,154.600006,162.210007,145.320007,155.130005,151.811508,8587800
2020-03-26,156.369995,167.660004,154.309998,165.789993,162.243469,6762200
2020-03-27,159.080002,163.729996,157.000000,158.339996,154.952835,4186700
2020-03-30,158.520004,160.429993,153.179993,159.619995,156.205460,4152800
2020-03-31,158.130005,161.100006,153.720001,154.589996,151.283066,3588200
2020-04-01,146.100006,149.570007,145.000000,145.289993,142.182007,4689100
2020-04-02,143.020004,150.449997,141.669998,149.929993,146.722733,4446900
2020-04-03,149.199997,150.919998,145.229996,146.929993,143.786926,2801600
2020-04-06,155.470001,158.929993,153.770004,158.229996,154.845184,4689400
2020-04-07,166.000000,169.139999,162.449997,166.020004,162.468567,4953500
2020-04-08,168.550003,178.100006,168.550003,176.960007,173.174530,5194800
2020-04-09,180.580002,187.330002,179.770004,184.259995,180.318375,6449900
2020-04-13,183.850006,184.970001,179.130005,179.179993,175.347015,4774300
2020-04-14,182.350006,183.380005,174.539993,178.229996,174.417358,4149600
2020-04-15,170.630005,181.679993,169.149994,178.520004,174.701157,6042700
2020-04-16,177.220001,178.440002,172.389999,177.039993,173.252808,4662200
2020-04-17,183.490005,185.279999,178.289993,183.490005,179.564835,5426700
2020-04-20,179.699997,186.320007,178.020004,180.399994,176.540939,4674800
2020-04-21,175.440002,179.199997,173.660004,173.809998,170.091904,3819000
2020-04-22,177.500000,178.179993,174.470001,175.979996,172.215485,2316600
2020-04-23,177.000000,179.070007,174.449997,175.050003,171.305389,2013300
2020-04-24,177.000000,177.949997,173.490005,177.000000,173.213669,2024400
2020-04-27,179.100006,184.250000,178.720001,183.539993,179.613754,2743100
2020-04-28,189.160004,190.419998,184.869995,187.009995,183.009552,3344700
2020-04-29,192.610001,193.720001,189.570007,190.029999,185.964951,3086300
2020-04-30,186.000000,187.550003,182.899994,183.419998,179.496323,2695400
2020-05-01,179.000000,179.600006,176.649994,177.100006,173.311523,2650200
2020-05-04,175.000000,176.309998,171.720001,176.029999,172.264435,2990100
2020-05-05,179.100006,182.600006,178.139999,178.300003,174.485870,3272600
2020-05-06,179.679993,181.199997,175.210007,176.919998,173.135376,2408700
2020-05-07,179.179993,183.380005,179.179993,182.320007,178.419876,2480100
2020-05-08,185.029999,185.910004,182.740005,185.389999,181.424194,2282600
2020-05-11,182.539993,184.850006,181.259995,183.160004,179.241913,2212200
2020-05-12,183.889999,184.300003,176.750000,177.210007,173.419189,3549200
2020-05-13,175.660004,176.880005,170.759995,171.800003,168.124893,3445300
2020-05-14,169.039993,174.779999,165.360001,174.449997,170.718216,4176700
2020-05-15,173.479996,174.089996,170.580002,171.869995,168.193405,2867800
2020-05-18,177.710007,183.100006,175.240005,181.880005,177.989288,4512600
2020-05-19,180.559998,182.190002,177.720001,177.830002,174.025909,2210500
2020-05-20,180.949997,183.830002,180.300003,181.440002,177.558685,2599900
2020-05-21,180.199997,181.169998,177.679993,180.100006,176.247360,2153500
2020-05-22,180.029999,180.639999,178.059998,179.929993,176.080994,2176400
2020-05-26,185.630005,197.100006,185.220001,196.059998,191.865936,5971200
2020-05-27,203.000000,210.710007,200.009995,209.660004,205.175034,8182100
2020-05-28,210.839996,211.309998,201.210007,201.220001,196.915558,4886100
2020-05-29,197.229996,200.919998,194.649994,196.490005,193.488739,3824500
2020-06-01,197.309998,201.770004,195.119995,199.929993,196.876160,2230800
2020-06-02,203.770004,206.500000,201.320007,204.139999,201.021881,4128700
2020-06-03,208.490005,211.929993,206.429993,210.570007,207.353668,3471900
2020-06-04,208.789993,214.990005,207.960007,214.820007,211.538742,3522300
2020-06-05,222.000000,222.979996,217.660004,217.919998,214.591385,4737600
2020-06-08,220.020004,222.259995,218.240005,220.809998,217.437241,3260300
2020-06-09,215.740005,220.020004,215.160004,218.100006,214.768646,2478400
2020-06-10,217.389999,219.850006,212.800003,213.520004,210.258591,3091200
2020-06-11,204.699997,206.899994,194.020004,194.130005,191.164764,4923400
2020-06-12,200.619995,202.940002,196.210007,201.779999,198.697906,3380800
2020-06-15,195.729996,206.990005,195.149994,206.309998,203.158737,3467400
2020-06-16,214.979996,214.979996,203.729996,209.589996,206.388611,3099100
2020-06-17,210.000000,210.789993,205.440002,206.190002,203.040558,1798300
2020-06-18,203.990005,207.259995,202.669998,203.839996,200.726440,2051700
2020-06-19,207.050003,207.419998,200.970001,201.630005,198.550201,4962400
2020-06-22,200.990005,204.580002,200.000000,203.419998,200.312851,1806900
2020-06-23,206.500000,207.509995,203.639999,204.779999,201.652100,2451800
2020-06-24,202.339996,202.610001,197.380005,198.020004,194.995346,2756700
